borough,ntaname,food_scrap_drop_off_site,location,hosted_by,open_months,operation_day_hours,notes,borocd,councildist,ct2010,latitude,longitude,precinct,object_id,location_point,_assembly_district,_congress_district,dsny_district,_dsny_section,dsny_zone,senate_district,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,website,app_android,app_ios,bbl,bin
Bronx,Crotona Park East,Bronx River House / Starlight Park,1490 Sheridan Blvd,Bronx River Alliance,Year Round,Friday (Start Time: 9:00 AM - End Time:  11:00 AM),,209,17,2015700,40.83285272,-73.88308033,43,42032,"{'type': 'Point', 'coordinates': [-73.88308033, 40.83285272]}",85,14,BX03,BX031,BX,32,10937,58,5,43,26,www.bronxriver.org,,,,
Manhattan,East Harlem (South),SW E 109th Street & 1st Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",111,8,1017000,40.79160725,-73.9388486,23,42417,"{'type': 'Point', 'coordinates': [-73.9388486, 40.79160725]}",68,13,MN11,MN111,MN,29,12426,7,4,35,14,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=392,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364084'},,
Manhattan,Upper West Side (Central),SW W 81 St & Central Park W,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",107,6,1016500,40.78193046,-73.97196532,20,42396,"{'type': 'Point', 'coordinates': [-73.97196532, 40.78193046]}",67,12,MN07,MN072,MN,47,12421,20,4,19,12,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=366,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364058'},,
Brooklyn,Crown Heights (North),SW Schenectady Avenue & Lincoln Place,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",308,35,3035101,40.66977726,-73.93377151,77,42166,"{'type': 'Point', 'coordinates': [-73.93377151, 40.66977726]}",43,9,BKN08,BKN083,BKN,20,17615,16,2,48,49,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=182,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363874'},,
Manhattan,Upper West Side-Lincoln Square,Tucker Square Thursday Greenmarket,66th St and Columbus Ave.,GrowNYC,Year Round,Thursday (Start Time: 8:00 AM - End Time:  11:00 AM),,107,6,1014900,40.773404,-73.981848,20,42385,"{'type': 'Point', 'coordinates': [-73.981848, 40.773404]}",67,12,MN07,MN071,MN,47,12420,20,4,19,12,grownyc.org/compost,,,,
Brooklyn,Greenpoint,North Brooklyn Compost,"Russell Street &, Nassau Ave, Brooklyn, NY 11222",North Brooklyn Compost,Year Round,Sunday (Start Time: 10:00 AM - End Time:  1:00 PM),,301,33,3059100,40.724493,-73.94375,94,42528,"{'type': 'Point', 'coordinates': [-73.94375, 40.724493]}",50,7,BKN01,BKN013,BKN,59,18182,36,2,38,57,https://www.instagram.com/nbkcompost/?hl=en,,,,
Brooklyn,Crown Heights (North),NW Albany Avenue & Bergen Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",308,36,3031100,40.67568845,-73.93871281,77,42153,"{'type': 'Point', 'coordinates': [-73.93871281, 40.67568845]}",56,9,BKN08,BKN082,BKN,20,17615,16,2,49,49,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=175,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363867'},,
Brooklyn,Kensington,Kensington Food Scrap Drop-off,McDonald Ave & Albemarle Rd,GrowNYC,Year Round,Saturday (Start Time: 8:30 AM - End Time:  11:30 AM),"No meat, bones, or dairy.",312,39,3049600,40.64496,-73.98016,66,42546,"{'type': 'Point', 'coordinates': [-73.98016, 40.64496]}",44,9,BKS12,BKS125,BKS,17,17620,2,2,27,39,grownyc.org/compost,,,,
Manhattan,Chinatown-Two Bridges,NW Henry St & Pike St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",103,1,1000600,40.71327374,-73.99222919,7,42282,"{'type': 'Point', 'coordinates': [-73.99222919, 40.71327374]}",65,10,MN03,MN031,MN,27,11723,70,4,32,4,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=243,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363935'},,
Manhattan,East Village,SW Ave D & E 5 Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",103,2,1002601,40.72193086,-73.97755169,9,42269,"{'type': 'Point', 'coordinates': [-73.97755169, 40.72193086]}",65,10,MN03,MN033,MN,27,11729,70,4,50,5,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=303,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363995'},,
Manhattan,Greenwich Village,SE Bleecker St & 6 Ave,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",102,2,1006500,40.72948122,-74.00212242,6,42250,"{'type': 'Point', 'coordinates': [-74.00212242, 40.72948122]}",66,10,MN02,MN022,MN,27,12077,57,4,10,3,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=311,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364003'},,
Queens,Old Astoria-Hallets Point,NE 21st Street & 31st Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",401,22,4007900,40.76737357,-73.92958358,114,42005,"{'type': 'Point', 'coordinates': [-73.92958358, 40.76737357]}",36,14,QW01,QW013,QW,59,16859,39,3,4,72,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=109,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363801'},,
Brooklyn,Prospect Heights,NE Underhill Avenue & Eastern Parkway,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",308,35,3020700,40.67310418,-73.96755293,77,42134,"{'type': 'Point', 'coordinates': [-73.96755293, 40.67310418]}",44,10,BKN08,BKN081,BKN,20,13829,16,2,48,49,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=162,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363854'},,
Queens,East Elmhurst,McIntosh Neighborhood Assoc.,"25-16 McIntosh St, East Elmhurst, NY, 11369",,April - November,Every 3rd Saturday of the month (Start Time: 10:00 AM - End Time:  12:00 PM),,403,21,4036700,40.7640828,-73.8695398,115,42545,"{'type': 'Point', 'coordinates': [-73.8695398, 40.7640828]}",35,14,QW03,QW031,QW,13,14511,65,3,21,73,https://bqlt.org/garden/mcintosh-neighborhood-garden,,,,
Manhattan,Hamilton Heights-Sugar Hill,Frank White Memorial Garden,"506 West 143rd Street, New York, NY 10031",Brotherhood/Sister Sol,Year Round,24/7 (Start Time: 24/7 - End Time:  24/7),Garden staff will be available for questions or concerns from 10am-6pm.,109,7,1022900,40.824235,-73.94983,30,42181,"{'type': 'Point', 'coordinates': [-73.94983, 40.824235]}",71,13,MN09,MN093,MN,30,12428,37,4,23,19,www.brotherhood-sistersol.org,,,,
Brooklyn,East New York (North),East New York Farms: Concerned Residents of Barbey Street Community Garden,"351 Barbey St, Brooklyn, NY 11207",East New York Farms,March - November,24/7 (Start Time: 24/7 - End Time:  24/7),,305,42,3115000,40.6742335,-73.8878004,75,42518,"{'type': 'Point', 'coordinates': [-73.8878004, 40.6742335]}",54,8,BKN05,BKN051,BKN,19,17214,45,2,37,47,ucceny.org/enyf-old/compost/,,,,
Brooklyn,East Flatbush-Erasmus,Newkirk Ave - Little Haiti Food Scrap Drop-off Site,Newkirk Ave & Nostrand Ave,GrowNYC,Year Round,Wednesdays (Start Time: 9:30 AM - End Time:  1:30 PM),,317,45,3082800,40.6400446,-73.9482956,67,42556,"{'type': 'Point', 'coordinates': [-73.9482956, 40.6400446]}",42,9,BKN17,BKN175,BKN,21,13510,61,2,26,40,grownyc.org/compost,,,,
Queens,Old Astoria-Hallets Point,SE 31st Avenue & 14th Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",401,22,4007700,40.76808088,-73.93193347,114,42000,"{'type': 'Point', 'coordinates': [-73.93193347, 40.76808088]}",36,14,QW01,QW013,QW,59,16859,39,3,4,72,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=120,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363812'},,
Manhattan,Upper West Side-Lincoln Square,SW W 72 St & Central Park W,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",107,6,1015700,40.77622161,-73.9761931,20,42386,"{'type': 'Point', 'coordinates': [-73.9761931, 40.77622161]}",67,12,MN07,MN071,MN,47,12420,20,4,19,12,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=367,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364059'},,
Staten Island,Port Richmond,NW Innis Street & St Josephs Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",501,49,5021300,40.6337035,-74.14217077,121,42198,"{'type': 'Point', 'coordinates': [-74.14217077, 40.6337035]}",61,11,SI01,SI013,SI,23,10370,4,1,13,75,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=219,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363911'},,
Brooklyn,Bedford-Stuyvesant (West),SW Tompkins Avenue & Macon Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",303,36,3026900,40.68175218,-73.94362126,79,42066,"{'type': 'Point', 'coordinates': [-73.94362126, 40.68175218]}",56,8,BKN03,BKN033,BKN,25,17618,69,2,49,51,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=92,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363784'},,
Bronx,Belmont,SE East 183 Street & Cambreleng Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",206,15,2039100,40.85214985,-73.88634603,48,42460,"{'type': 'Point', 'coordinates': [-73.88634603, 40.85214985]}",78,15,BX06,BX061,BX,33,10935,35,5,22,31,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=429,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364121'},,
Queens,Astoria (Central),SE 31st Avenue & 36th Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",401,22,4006100,40.76236315,-73.91936067,114,41983,"{'type': 'Point', 'coordinates': [-73.91936067, 40.76236315]}",36,14,QW01,QW014,QW,59,16863,39,3,4,72,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=152,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363844'},,
Bronx,Mount Hope,SW Mount Hope Place & Walton Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",205,14,2023301,40.84901271,-73.90952233,46,42445,"{'type': 'Point', 'coordinates': [-73.90952233, 40.84901271]}",77,15,BX05,BX052,BX,33,10931,6,5,29,29,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=420,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364112'},,
Manhattan,Tribeca-Civic Center,Hudson River Park's Pier 25 at N. Moore St.,Pier 25 at N. Moore St. near kid's playground,Staff at Hudson River Park,Year Round,Every day (Start Time: 7:00 AM - End Time:  7:00 PM),,101,1,1003900,40.7202214,-74.0128434,1,42226,"{'type': 'Point', 'coordinates': [-74.0128434, 40.7202214]}",66,10,MN01,MN013,MN,27,,56,4,32,1,https://hudsonriverpark.org/the-park/sustainability/community-compost-program/,,,,
Manhattan,Washington Heights (South),NE Amsterdam Avenue & West 155th Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",112,10,1023900,40.83161372,-73.94291718,33,42213,"{'type': 'Point', 'coordinates': [-73.94291718, 40.83161372]}",71,13,MN12,MN121,MN,31,13090,47,4,23,21,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=401,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364093'},,
Brooklyn,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,Gowanus Salt Lot,"2 2nd Ave, Brooklyn, NY 11215",NYC Compost Project Hosted by Big Reuse,Year Round,24/7 (Start Time: 24/7 - End Time:  24/7),,306,39,3011902,40.67541,-73.99128,78,42127,"{'type': 'Point', 'coordinates': [-73.99128, 40.67541]}",52,10,BKS06,BKS064,BKS,26,17617,14,2,27,50,https://www.bigreuse.org/service/compost/,,,,
Manhattan,Harlem (North),NW West 132 Street & Adam Clayton Powell Jr Blvd,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",110,9,1022600,40.81357603,-73.94525472,32,42374,"{'type': 'Point', 'coordinates': [-73.94525472, 40.81357603]}",70,13,MN10,MN103,MN,30,12424,18,4,36,20,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=368,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364060'},,
Bronx,Parkchester,SE Purdy Street & East Tremont Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",209,18,2021001,40.84212899,-73.85504935,43,42028,"{'type': 'Point', 'coordinates': [-73.85504935, 40.84212899]}",87,14,BX09,BX093,BX,34,11271,58,5,31,26,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=442,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364134'},,
Brooklyn,Bushwick (East),NE Knickerbocker Avenue & Putnam Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",304,37,3043500,40.69517863,-73.91169753,83,42110,"{'type': 'Point', 'coordinates': [-73.91169753, 40.69517863]}",54,7,BKN04,BKN043,BKN,18,13828,42,2,37,53,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=142,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363834'},,
Manhattan,Upper West Side-Manhattan Valley,SE Broadway & W 102 St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",107,7,1018700,40.79837079,-73.96888428,24,42413,"{'type': 'Point', 'coordinates': [-73.96888428, 40.79837079]}",69,13,MN07,MN075,MN,30,12422,20,4,23,15,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=373,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364065'},,
Queens,Astoria (East)-Woodside (North),NW Broadway & 51st Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",401,26,4016300,40.75444697,-73.9091628,114,42011,"{'type': 'Point', 'coordinates': [-73.9091628, 40.75444697]}",34,7,QW01,QW015,QW,12,14787,39,3,33,72,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=201,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363893'},,
Manhattan,Harlem (North),NW West 135 Street & 5th Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",110,9,1021200,40.81308249,-73.93777002,32,42381,"{'type': 'Point', 'coordinates': [-73.93777002, 40.81308249]}",70,13,MN10,MN103,MN,30,13095,18,4,36,20,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=379,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364071'},,
Brooklyn,Coney Island-Sea Gate,PS 90 Coney Island,"2840 W 12th Street, Brooklyn, NY 11224",PS 90 Coney Island,Year Round,Wednesday (Start Time: 7:30 AM - End Time:  10:30 AM),,313,47,3035000,40.57825446,-73.97970298,60,42550,"{'type': 'Point', 'coordinates': [-73.97970298, 40.57825446]}",46,8,BKS13,BKS132,BKS,23,18184,21,2,45,35,,,,,
Brooklyn,Crown Heights (North),NW New York Avenue & Lincoln Place,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",308,35,3031702,40.67049108,-73.94772705,77,42149,"{'type': 'Point', 'coordinates': [-73.94772705, 40.67049108]}",43,9,BKN08,BKN082,BKN,20,17618,16,2,48,49,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=171,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363863'},,
